商品类别,商品品牌,商品名称,售价,售价来源平台,销售平台,好评率
运动户外,骆驼,骆驼篮球标准版,5474.93,京东,抖音商城,96.0%
运动户外,骆驼,骆驼篮球标准版 2025,754.77,天猫,淘宝店铺,96.2%
运动户外,骆驼,骆驼羽毛球拍升级版 2024,1818.6,淘宝,京东自营,93.4%
运动户外,骆驼,骆驼羽毛球拍旗舰版,4949.71,拼多多,拼多多旗舰店,99.2%
运动户外,骆驼,骆驼羽毛球拍青春版 2024,6275.3,苏宁易购,抖音商城,98.4%
运动户外,骆驼,骆驼跑步机Max,1145.11,拼多多,淘宝店铺,97.2%
运动户外,骆驼,骆驼跑步机Max,3562.3,淘宝,抖音商城,95.8%
运动户外,骆驼,骆驼跑步机旗舰版 2025,3288.9,拼多多,拼多多旗舰店,98.7%
运动户外,骆驼,骆驼骑行头盔Max 2024,2020.57,淘宝,淘宝店铺,91.7%
运动户外,骆驼,骆驼骑行头盔升级版 2024,6787.06,京东,天猫旗舰店,97.6%
运动户外,骆驼,骆驼骑行头盔旗舰版,1095.98,天猫,京东自营,93.6%
食品生鲜,三只松鼠,三只松鼠坚果礼盒Pro,41.9,苏宁易购,京东自营,92.0%
食品生鲜,三只松鼠,三只松鼠坚果礼盒Pro 2024,351.16,淘宝,拼多多旗舰店,97.3%
食品生鲜,三只松鼠,三只松鼠坚果礼盒升级版,86.2,拼多多,京东自营,94.6%
食品生鲜,三只松鼠,三只松鼠方便面升级版,10.91,天猫,天猫旗舰店,98.2%
食品生鲜,三只松鼠,三只松鼠方便面升级版 2024,188.89,京东,抖音商城,96.2%
食品生鲜,三只松鼠,三只松鼠方便面青春版 2024,458.21,京东,天猫旗舰店,90.7%
食品生鲜,三只松鼠,三只松鼠果汁饮料Max 2025,182.4,拼多多,淘宝店铺,95.4%
食品生鲜,三只松鼠,三只松鼠果汁饮料升级版 2025,442.02,苏宁易购,京东自营,95.2%
食品生鲜,三只松鼠,三只松鼠果汁饮料青春版 2025,163.87,京东,淘宝店铺,92.7%
食品生鲜,三只松鼠,三只松鼠矿泉水Max 2025,374.55,拼多多,京东自营,92.5%
食品生鲜,三只松鼠,三只松鼠矿泉水旗舰版 2024,133.52,京东,拼多多旗舰店,99.8%
食品生鲜,三只松鼠,三只松鼠矿泉水标准版 2025,127.62,苏宁易购,京东自营,93.5%
食品生鲜,三只松鼠,三只松鼠纯牛奶Pro,49.67,淘宝,快手小店,98.0%
食品生鲜,三只松鼠,三只松鼠纯牛奶旗舰版 2025,24.92,淘宝,天猫旗舰店,98.3%
食品生鲜,三只松鼠,三只松鼠纯牛奶青春版 2024,481.53,淘宝,拼多多旗舰店,92.1%
食品生鲜,三只松鼠,三只松鼠酸奶Max 2024,19.56,天猫,淘宝店铺,96.8%
食品生鲜,三只松鼠,三只松鼠酸奶旗舰版 2024,404.79,淘宝,京东自营,90.9%
食品生鲜,三只松鼠,三只松鼠酸奶标准版 2024,30.02,拼多多,快手小店,99.1%
食品生鲜,三只松鼠,三只松鼠食用油Max 2025,181.57,天猫,天猫旗舰店,95.8%
食品生鲜,三只松鼠,三只松鼠食用油标准版,329.49,京东,天猫旗舰店,92.6%
食品生鲜,三只松鼠,三只松鼠食用油青春版,19.48,淘宝,京东自营,98.0%
食品生鲜,三只松鼠,三只松鼠饼干升级版,140.84,天猫,京东自营,94.4%
食品生鲜,三只松鼠,三只松鼠饼干青春版 2024,35.12,天猫,拼多多旗舰店,92.8%
食品生鲜,三只松鼠,三只松鼠饼干青春版 2025,309.79,拼多多,拼多多旗舰店,96.4%
食品生鲜,伊利,伊利坚果礼盒升级版,373.4,淘宝,京东自营,99.1%
食品生鲜,伊利,伊利坚果礼盒新品,251.33,淘宝,拼多多旗舰店,91.2%
食品生鲜,伊利,伊利坚果礼盒旗舰版 2024,24.16,淘宝,快手小店,98.8%
食品生鲜,伊利,伊利坚果礼盒标准版,141.05,苏宁易购,快手小店,91.4%
食品生鲜,伊利,伊利方便面Pro 2024,254.53,京东,快手小店,96.3%
食品生鲜,伊利,伊利方便面升级版,230.49,天猫,淘宝店铺,99.1%
食品生鲜,伊利,伊利方便面标准版,189.0,天猫,拼多多旗舰店,95.9%
食品生鲜,伊利,伊利果汁饮料Max 2024,231.75,淘宝,快手小店,92.2%
食品生鲜,伊利,伊利果汁饮料Pro 2025,324.79,淘宝,快手小店,96.0%
食品生鲜,伊利,伊利果汁饮料青春版 2025,201.19,苏宁易购,快手小店,91.0%
食品生鲜,伊利,伊利矿泉水Max 2025,244.32,淘宝,京东自营,95.1%
食品生鲜,伊利,伊利矿泉水青春版,37.41,拼多多,天猫旗舰店,97.0%
食品生鲜,伊利,伊利矿泉水青春版 2025,19.3,天猫,京东自营,91.9%
食品生鲜,伊利,伊利纯牛奶Pro 2024,158.61,京东,天猫旗舰店,98.3%
食品生鲜,伊利,伊利纯牛奶升级版 2024,486.26,淘宝,淘宝店铺,94.4%
食品生鲜,伊利,伊利纯牛奶旗舰版 2024,303.86,拼多多,天猫旗舰店,90.9%
食品生鲜,伊利,伊利酸奶升级版,324.81,淘宝,快手小店,96.7%
食品生鲜,伊利,伊利酸奶旗舰版,145.82,天猫,抖音商城,93.8%
食品生鲜,伊利,伊利酸奶青春版 2025,177.78,淘宝,快手小店,91.6%
食品生鲜,伊利,伊利食用油Pro 2025,356.28,淘宝,天猫旗舰店,98.8%
食品生鲜,伊利,伊利食用油升级版 2025,383.14,苏宁易购,拼多多旗舰店,98.9%
食品生鲜,伊利,伊利食用油新品,61.56,拼多多,京东自营,93.5%
食品生鲜,伊利,伊利食用油标准版 2024,36.54,淘宝,淘宝店铺,99.8%
食品生鲜,伊利,伊利饼干Max 2025,14.91,京东,拼多多旗舰店,97.7%
食品生鲜,伊利,伊利饼干升级版 2025,90.56,天猫,淘宝店铺,97.9%
食品生鲜,伊利,伊利饼干青春版 2024,357.09,淘宝,拼多多旗舰店,97.0%
食品生鲜,农夫山泉,农夫山泉坚果礼盒Max 2024,66.06,天猫,天猫旗舰店,92.5%
食品生鲜,农夫山泉,农夫山泉坚果礼盒旗舰版,327.86,京东,拼多多旗舰店,90.2%
食品生鲜,农夫山泉,农夫山泉坚果礼盒旗舰版 2024,386.0,苏宁易购,京东自营,96.2%
食品生鲜,农夫山泉,农夫山泉方便面升级版 2024,493.4,拼多多,京东自营,92.9%
食品生鲜,农夫山泉,农夫山泉方便面旗舰版,453.0,拼多多,天猫旗舰店,98.3%
食品生鲜,农夫山泉,农夫山泉方便面标准版 2025,42.07,淘宝,快手小店,97.2%
食品生鲜,农夫山泉,农夫山泉果汁饮料Max 2025,243.44,拼多多,天猫旗舰店,95.6%
食品生鲜,农夫山泉,农夫山泉果汁饮料旗舰版 2025,33.97,天猫,京东自营,99.3%
食品生鲜,农夫山泉,农夫山泉果汁饮料青春版 2024,389.91,天猫,拼多多旗舰店,96.1%
食品生鲜,农夫山泉,农夫山泉矿泉水Pro 2025,207.42,苏宁易购,拼多多旗舰店,91.6%
食品生鲜,农夫山泉,农夫山泉矿泉水升级版 2025,103.68,苏宁易购,天猫旗舰店,92.6%
食品生鲜,农夫山泉,农夫山泉矿泉水升级版 2025,465.96,京东,京东自营,93.3%
食品生鲜,农夫山泉,农夫山泉纯牛奶旗舰版 2025,316.37,京东,快手小店,93.0%
食品生鲜,农夫山泉,农夫山泉纯牛奶青春版 2024,312.66,拼多多,京东自营,96.9%
食品生鲜,农夫山泉,农夫山泉纯牛奶青春版 2025,310.14,京东,拼多多旗舰店,92.8%
食品生鲜,农夫山泉,农夫山泉酸奶Pro 2024,369.84,京东,京东自营,90.9%
食品生鲜,农夫山泉,农夫山泉酸奶升级版 2025,324.72,拼多多,抖音商城,93.3%
食品生鲜,农夫山泉,农夫山泉酸奶标准版,436.83,淘宝,快手小店,98.4%
食品生鲜,农夫山泉,农夫山泉酸奶经典款,367.54,京东,天猫旗舰店,95.0%
食品生鲜,农夫山泉,农夫山泉食用油Max,443.47,京东,淘宝店铺,94.4%
食品生鲜,农夫山泉,农夫山泉食用油旗舰版 2024,11.11,苏宁易购,快手小店,98.6%
食品生鲜,农夫山泉,农夫山泉食用油青春版 2025,284.12,淘宝,抖音商城,99.7%
食品生鲜,农夫山泉,农夫山泉饼干Max 2024,480.38,拼多多,快手小店,92.7%
食品生鲜,农夫山泉,农夫山泉饼干Max 2024,325.53,京东,天猫旗舰店,97.9%
食品生鲜,农夫山泉,农夫山泉饼干Pro 2025,50.92,天猫,京东自营,98.1%
食品生鲜,康师傅,康师傅坚果礼盒旗舰版 2025,258.07,苏宁易购,淘宝店铺,98.3%
食品生鲜,康师傅,康师傅坚果礼盒旗舰版 2025,467.14,天猫,天猫旗舰店,96.3%
食品生鲜,康师傅,康师傅坚果礼盒青春版 2025,148.55,天猫,快手小店,93.4%
食品生鲜,康师傅,康师傅方便面旗舰版,462.68,淘宝,抖音商城,93.8%
食品生鲜,康师傅,康师傅方便面旗舰版 2025,197.11,淘宝,快手小店,95.1%
食品生鲜,康师傅,康师傅方便面标准版 2025,433.81,天猫,快手小店,97.3%
食品生鲜,康师傅,康师傅果汁饮料Pro,392.31,天猫,天猫旗舰店,93.1%
食品生鲜,康师傅,康师傅果汁饮料新品,214.33,淘宝,淘宝店铺,96.2%
食品生鲜,康师傅,康师傅果汁饮料旗舰版,24.73,苏宁易购,京东自营,99.2%
食品生鲜,康师傅,康师傅果汁饮料旗舰版 2025,421.51,苏宁易购,抖音商城,93.0%
食品生鲜,康师傅,康师傅矿泉水Pro,490.87,天猫,京东自营,96.8%
食品生鲜,康师傅,康师傅矿泉水旗舰版 2024,105.78,淘宝,拼多多旗舰店,95.4%
食品生鲜,康师傅,康师傅矿泉水标准版,193.15,京东,天猫旗舰店,90.5%
食品生鲜,康师傅,康师傅纯牛奶旗舰版,253.92,淘宝,快手小店,96.9%
食品生鲜,康师傅,康师傅纯牛奶旗舰版 2025,146.25,京东,抖音商城,98.4%
食品生鲜,康师傅,康师傅纯牛奶标准版 2024,282.77,拼多多,快手小店,95.8%
食品生鲜,康师傅,康师傅纯牛奶联名款,409.55,苏宁易购,快手小店,99.8%
食品生鲜,康师傅,康师傅酸奶旗舰版 2025,355.52,苏宁易购,抖音商城,93.6%
食品生鲜,康师傅,康师傅酸奶旗舰版 2025,102.06,天猫,淘宝店铺,97.2%
食品生鲜,康师傅,康师傅酸奶标准版,372.37,拼多多,天猫旗舰店,92.0%
食品生鲜,康师傅,康师傅食用油Max,177.61,淘宝,淘宝店铺,98.7%
食品生鲜,康师傅,康师傅食用油Pro 2024,112.91,苏宁易购,拼多多旗舰店,97.5%
食品生鲜,康师傅,康师傅食用油青春版,393.41,苏宁易购,抖音商城,91.6%
食品生鲜,康师傅,康师傅饼干Max,490.83,天猫,快手小店,90.7%
食品生鲜,康师傅,康师傅饼干升级版,293.49,淘宝,拼多多旗舰店,92.5%
食品生鲜,康师傅,康师傅饼干青春版,191.34,苏宁易购,淘宝店铺,94.2%
食品生鲜,百草味,百草味坚果礼盒升级版 2025,162.09,淘宝,抖音商城,97.3%
食品生鲜,百草味,百草味坚果礼盒标准版 2025,351.08,苏宁易购,天猫旗舰店,99.4%
食品生鲜,百草味,百草味坚果礼盒青春版 2024,180.27,天猫,天猫旗舰店,98.3%
食品生鲜,百草味,百草味方便面Max 2025,479.57,天猫,快手小店,96.4%
食品生鲜,百草味,百草味方便面标准版 2024,154.07,天猫,快手小店,91.4%
食品生鲜,百草味,百草味方便面青春版 2025,444.46,淘宝,天猫旗舰店,96.1%
食品生鲜,百草味,百草味果汁饮料Max 2024,178.51,拼多多,抖音商城,93.7%
食品生鲜,百草味,百草味果汁饮料升级版,347.43,京东,快手小店,93.5%
食品生鲜,百草味,百草味果汁饮料标准版,195.65,天猫,拼多多旗舰店,97.3%
食品生鲜,百草味,百草味矿泉水Pro,189.55,拼多多,抖音商城,99.3%
食品生鲜,百草味,百草味矿泉水升级版 2024,359.17,淘宝,京东自营,99.1%
食品生鲜,百草味,百草味矿泉水标准版,294.78,京东,抖音商城,99.1%
食品生鲜,百草味,百草味矿泉水经典款,140.19,天猫,京东自营,93.5%
食品生鲜,百草味,百草味纯牛奶Pro,247.28,天猫,抖音商城,90.9%
食品生鲜,百草味,百草味纯牛奶升级版,265.07,苏宁易购,天猫旗舰店,90.0%
食品生鲜,百草味,百草味纯牛奶青春版,418.33,拼多多,抖音商城,98.0%
食品生鲜,百草味,百草味酸奶升级版 2025,5.89,苏宁易购,拼多多旗舰店,96.9%
食品生鲜,百草味,百草味酸奶旗舰版 2025,407.34,淘宝,天猫旗舰店,93.7%
食品生鲜,百草味,百草味酸奶青春版,94.95,苏宁易购,天猫旗舰店,93.2%
食品生鲜,百草味,百草味食用油Max,366.6,京东,淘宝店铺,95.4%
食品生鲜,百草味,百草味食用油旗舰版 2025,116.44,京东,淘宝店铺,94.5%
食品生鲜,百草味,百草味食用油标准版 2024,134.0,淘宝,天猫旗舰店,91.0%
食品生鲜,百草味,百草味饼干旗舰版 2025,56.43,淘宝,快手小店,94.9%
食品生鲜,百草味,百草味饼干旗舰版 2025,365.27,京东,淘宝店铺,93.3%
食品生鲜,百草味,百草味饼干标准版,176.32,京东,快手小店,93.2%
食品生鲜,统一,统一坚果礼盒Pro 2025,339.09,苏宁易购,抖音商城,93.8%
食品生鲜,统一,统一坚果礼盒标准版,322.84,拼多多,拼多多旗舰店,91.6%
食品生鲜,统一,统一坚果礼盒青春版 2025,351.09,天猫,拼多多旗舰店,90.9%
食品生鲜,统一,统一方便面Max 2024,281.71,拼多多,快手小店,96.1%
食品生鲜,统一,统一方便面旗舰版 2024,474.48,京东,天猫旗舰店,93.6%
食品生鲜,统一,统一方便面旗舰版 2024,358.66,天猫,京东自营,91.1%
食品生鲜,统一,统一果汁饮料升级版 2025,290.81,天猫,京东自营,97.2%
食品生鲜,统一,统一果汁饮料标准版 2025,467.04,拼多多,抖音商城,98.3%
食品生鲜,统一,统一果汁饮料青春版 2025,71.51,苏宁易购,快手小店,94.9%
食品生鲜,统一,统一矿泉水Max 2024,63.64,京东,京东自营,94.9%
食品生鲜,统一,统一矿泉水Max 2024,22.7,京东,抖音商城,95.4%
食品生鲜,统一,统一矿泉水青春版 2025,155.47,天猫,快手小店,95.0%
食品生鲜,统一,统一纯牛奶升级版,376.21,淘宝,淘宝店铺,93.2%
食品生鲜,统一,统一纯牛奶标准版 2024,224.43,京东,拼多多旗舰店,95.7%
食品生鲜,统一,统一纯牛奶标准版 2025,115.02,拼多多,天猫旗舰店,96.4%
食品生鲜,统一,统一酸奶Pro 2024,414.96,淘宝,抖音商城,99.5%
食品生鲜,统一,统一酸奶升级版 2025,371.8,淘宝,抖音商城,94.1%
食品生鲜,统一,统一酸奶青春版 2024,351.84,天猫,拼多多旗舰店,90.5%
食品生鲜,统一,统一食用油Max 2025,301.67,苏宁易购,拼多多旗舰店,98.7%
食品生鲜,统一,统一食用油Max 2025,457.46,淘宝,拼多多旗舰店,97.5%
食品生鲜,统一,统一食用油Pro 2024,228.71,拼多多,抖音商城,91.3%
食品生鲜,统一,统一饼干升级版,64.65,天猫,拼多多旗舰店,98.4%
食品生鲜,统一,统一饼干升级版 2025,171.94,京东,快手小店,97.5%
食品生鲜,统一,统一饼干旗舰版 2025,65.87,拼多多,快手小店,98.8%
食品生鲜,良品铺子,良品铺子坚果礼盒升级版,207.18,苏宁易购,淘宝店铺,95.5%
食品生鲜,良品铺子,良品铺子坚果礼盒升级版 2025,444.54,京东,淘宝店铺,91.6%
食品生鲜,良品铺子,良品铺子坚果礼盒青春版 2025,446.25,拼多多,快手小店,97.0%
食品生鲜,良品铺子,良品铺子方便面Pro 2025,35.45,京东,京东自营,97.4%
食品生鲜,良品铺子,良品铺子方便面升级版 2024,27.04,淘宝,天猫旗舰店,94.4%
食品生鲜,良品铺子,良品铺子方便面旗舰版 2024,404.24,苏宁易购,天猫旗舰店,94.1%
食品生鲜,良品铺子,良品铺子果汁饮料Max,393.56,苏宁易购,拼多多旗舰店,96.2%
食品生鲜,良品铺子,良品铺子果汁饮料Max 2025,201.29,淘宝,抖音商城,93.2%
食品生鲜,良品铺子,良品铺子果汁饮料Pro 2024,454.94,京东,京东自营,99.1%
食品生鲜,良品铺子,良品铺子矿泉水Pro 2024,237.65,淘宝,京东自营,98.9%
食品生鲜,良品铺子,良品铺子矿泉水升级版,320.27,拼多多,京东自营,99.7%
食品生鲜,良品铺子,良品铺子矿泉水旗舰版 2025,196.44,拼多多,淘宝店铺,93.7%
食品生鲜,良品铺子,良品铺子矿泉水联名款,54.4,淘宝,拼多多旗舰店,94.9%
食品生鲜,良品铺子,良品铺子纯牛奶Pro 2025,313.79,京东,京东自营,94.8%
食品生鲜,良品铺子,良品铺子纯牛奶旗舰版 2024,151.92,拼多多,抖音商城,90.9%
食品生鲜,良品铺子,良品铺子纯牛奶青春版 2024,80.87,拼多多,京东自营,93.6%
食品生鲜,良品铺子,良品铺子酸奶Max 2025,22.16,苏宁易购,抖音商城,95.7%
食品生鲜,良品铺子,良品铺子酸奶旗舰版 2024,287.92,淘宝,京东自营,92.3%
食品生鲜,良品铺子,良品铺子酸奶青春版,420.35,拼多多,抖音商城,98.1%
食品生鲜,良品铺子,良品铺子食用油Max 2024,194.22,苏宁易购,拼多多旗舰店,94.8%
食品生鲜,良品铺子,良品铺子食用油标准版 2024,78.92,苏宁易购,京东自营,95.6%
食品生鲜,良品铺子,良品铺子食用油标准版 2025,390.1,苏宁易购,淘宝店铺,97.8%
食品生鲜,良品铺子,良品铺子饼干升级版,404.38,拼多多,京东自营,91.2%
食品生鲜,良品铺子,良品铺子饼干新品,20.27,苏宁易购,快手小店,96.9%
食品生鲜,良品铺子,良品铺子饼干旗舰版 2024,104.75,天猫,抖音商城,98.1%
食品生鲜,良品铺子,良品铺子饼干旗舰版 2025,77.84,拼多多,天猫旗舰店,99.4%
食品生鲜,蒙牛,蒙牛坚果礼盒Pro 2024,204.87,苏宁易购,快手小店,97.3%
食品生鲜,蒙牛,蒙牛坚果礼盒旗舰版 2024,341.29,拼多多,淘宝店铺,97.1%
食品生鲜,蒙牛,蒙牛坚果礼盒青春版,174.52,苏宁易购,快手小店,97.1%
食品生鲜,蒙牛,蒙牛方便面Max,161.29,京东,拼多多旗舰店,97.1%
食品生鲜,蒙牛,蒙牛方便面标准版,72.86,拼多多,抖音商城,92.0%
食品生鲜,蒙牛,蒙牛方便面青春版,433.54,淘宝,拼多多旗舰店,93.8%
食品生鲜,蒙牛,蒙牛果汁饮料Pro 2024,68.69,苏宁易购,淘宝店铺,93.8%
食品生鲜,蒙牛,蒙牛果汁饮料升级版,411.98,淘宝,拼多多旗舰店,93.0%
食品生鲜,蒙牛,蒙牛果汁饮料旗舰版 2025,299.61,天猫,淘宝店铺,93.3%
食品生鲜,蒙牛,蒙牛果汁饮料联名款,293.32,苏宁易购,淘宝店铺,91.6%
食品生鲜,蒙牛,蒙牛矿泉水Pro,372.64,淘宝,淘宝店铺,93.0%
食品生鲜,蒙牛,蒙牛矿泉水Pro 2025,150.26,拼多多,京东自营,98.4%
食品生鲜,蒙牛,蒙牛矿泉水旗舰版 2025,291.67,拼多多,天猫旗舰店,96.1%
食品生鲜,蒙牛,蒙牛纯牛奶Max 2025,182.1,天猫,快手小店,93.0%
食品生鲜,蒙牛,蒙牛纯牛奶联名款,246.25,京东,拼多多旗舰店,93.5%
食品生鲜,蒙牛,蒙牛纯牛奶青春版,150.13,淘宝,快手小店,94.7%
食品生鲜,蒙牛,蒙牛纯牛奶青春版,472.78,京东,天猫旗舰店,98.9%
食品生鲜,蒙牛,蒙牛酸奶Max,68.93,拼多多,拼多多旗舰店,94.3%
食品生鲜,蒙牛,蒙牛酸奶Max 2024,108.43,苏宁易购,天猫旗舰店,97.7%
食品生鲜,蒙牛,蒙牛酸奶Pro 2025,492.4,京东,京东自营,93.1%
食品生鲜,蒙牛,蒙牛食用油Max 2024,375.56,拼多多,京东自营,91.6%
食品生鲜,蒙牛,蒙牛食用油升级版,364.22,京东,抖音商城,91.3%
食品生鲜,蒙牛,蒙牛食用油青春版,65.84,京东,拼多多旗舰店,97.0%
食品生鲜,蒙牛,蒙牛饼干Max 2024,194.36,天猫,快手小店,90.4%
食品生鲜,蒙牛,蒙牛饼干Pro,445.65,苏宁易购,天猫旗舰店,97.5%
食品生鲜,蒙牛,蒙牛饼干标准版 2025,7.04,天猫,快手小店,97.3%
